1301.28000000002,
,1239.40600000001
,1247.759
,1249.33000000001
,1282.42099999999
,1257.883
,1259.33600000001
,1221.904
,1190.727
,1257.80699999999
,1187.66900000001
,1190.59500000001
,1224.731
,1262.503
,1323.55799999999
,1256.003
,1290.14
,1334.958
,1329.80800000001
,1319.14100000001
,1307.1
,1316.96899999999
,1306.52100000001
,1272.69400000001
,1236.78999999998
,1226.201
,1218.28700000001
,1233.634
,1235.76599999998
,1270.51299999999
,1238.50700000001
,1250.822
,1217.40099999999
,1251.681
,1253.05000000001
,1253.23400000002
,1254.733
,1219.84099999999
,1239.254
,1238.79500000001
,1169.68599999999
,1227.55200000001
,1243.78099999999
,1294.823
,1309.83400000001
,1299.81700000001
,1340.594
,1280.698
,1264.04299999999
,1278.85200000001
,1310.295
,1320.46699999999
,1285.192
,1317.194
,1307.52000000001
,1259.78999999999
,1353.14700000001
,1292.757
,1303.07199999999
,1331.57799999998
,1255.27499999998
,1297.38700000001
,1299.22899999998
,1199.78900000002
,1189.30500000001
,1216.505
,1178.93300000001
,1201.30600000002
,1205.41500000001
,1196.734
,1146.35099999998
,1092.38100000001
,1090.207
,1062.67999999998
,1103.53999999999
,1096.824
,1109.33399999999
,1122.91000000001
,1082.131
,1099.22499999998
,1080.25400000001
,1126.91400000001
,1096.41900000001
,1085.21500000002
,1079.209
